Label,Count,Wing_Area,Notes
MP_EleKopp1.1_B2_3_M__07.tif,115,F3,
MP_EleKopp1.1_B2_3_M__07.tif,127,G1,
MP_EleKopp1.1_B2_3_M__07.tif,85,G2,
MP_EleKopp1.1_B2_3_M__07.tif,114,G3,
MP_EleKopp1.1_B2_3_M__08.tif,67,A1,
MP_EleKopp1.1_B2_3_M__08.tif,65,A2,
MP_EleKopp1.1_B2_3_M__08.tif,89,B1,
MP_EleKopp1.1_B2_3_M__08.tif,87,B2,
MP_EleKopp1.1_B2_3_M__08.tif,110,B3,black spots
MP_EleKopp1.1_B2_3_M__08.tif,64,C1,
MP_EleKopp1.1_B2_3_M__08.tif,83,C2,
MP_EleKopp1.1_B2_3_M__08.tif,117,C3,
MP_EleKopp1.1_B2_3_M__08.tif,111,E1,
MP_EleKopp1.1_B2_3_M__08.tif,102,E2,
MP_EleKopp1.1_B2_3_M__08.tif,94,F1,
MP_EleKopp1.1_B2_3_M__08.tif,85,F2,
MP_EleKopp1.1_B2_3_M__08.tif,104,F3,
MP_EleKopp1.1_B2_3_M__08.tif,115,G1,
MP_EleKopp1.1_B2_3_M__08.tif,73,G2,
MP_EleKopp1.1_B2_3_M__08.tif,117,G3,
MP_EleKopp1.1_B2_3_M__09.tif,67,A1,
MP_EleKopp1.1_B2_3_M__09.tif,69,A2,
MP_EleKopp1.1_B2_3_M__09.tif,94,B1,
MP_EleKopp1.1_B2_3_M__09.tif,92,B2,
MP_EleKopp1.1_B2_3_M__09.tif,106,B3,black spots
MP_EleKopp1.1_B2_3_M__09.tif,77,C1,
MP_EleKopp1.1_B2_3_M__09.tif,89,C2,
MP_EleKopp1.1_B2_3_M__09.tif,110,C3,
MP_EleKopp1.1_B2_3_M__09.tif,114,E1,
MP_EleKopp1.1_B2_3_M__09.tif,111,E2,
MP_EleKopp1.1_B2_3_M__09.tif,102,F1,
MP_EleKopp1.1_B2_3_M__09.tif,103,F2,
MP_EleKopp1.1_B2_3_M__09.tif,112,F3,
MP_EleKopp1.1_B2_3_M__09.tif,135,G1,
MP_EleKopp1.1_B2_3_M__09.tif,79,G2,
MP_EleKopp1.1_B2_3_M__09.tif,106,G3,
MP_EleKopp1.1_B2_3_M__10.tif,61,A1,
MP_EleKopp1.1_B2_3_M__10.tif,53,A2,
MP_EleKopp1.1_B2_3_M__10.tif,79,B1,
MP_EleKopp1.1_B2_3_M__10.tif,85,B2,
MP_EleKopp1.1_B2_3_M__10.tif,88,B3,black spots
MP_EleKopp1.1_B2_3_M__10.tif,73,C1,
MP_EleKopp1.1_B2_3_M__10.tif,98,C2,
MP_EleKopp1.1_B2_3_M__10.tif,94,C3,
MP_EleKopp1.1_B2_3_M__10.tif,95,E1,
MP_EleKopp1.1_B2_3_M__10.tif,94,E2,
MP_EleKopp1.1_B2_3_M__10.tif,90,F1,
MP_EleKopp1.1_B2_3_M__10.tif,92,F2,
MP_EleKopp1.1_B2_3_M__10.tif,111,F3,
MP_EleKopp1.1_B2_3_M__10.tif,121,G1,
MP_EleKopp1.1_B2_3_M__10.tif,73,G2,
MP_EleKopp1.1_B2_3_M__10.tif,102,G3,
MP_EleKopp1.1_B2_3_M__11.tif,66,A1,
MP_EleKopp1.1_B2_3_M__11.tif,61,A2,
MP_EleKopp1.1_B2_3_M__11.tif,80,B1,
MP_EleKopp1.1_B2_3_M__11.tif,71,B2,
MP_EleKopp1.1_B2_3_M__11.tif,94,B3,
MP_EleKopp1.1_B2_3_M__11.tif,65,C1,
MP_EleKopp1.1_B2_3_M__11.tif,78,C2,
MP_EleKopp1.1_B2_3_M__11.tif,113,C3,
MP_EleKopp1.1_B2_3_M__11.tif,104,E1,
MP_EleKopp1.1_B2_3_M__11.tif,99,E2,
MP_EleKopp1.1_B2_3_M__11.tif,89,F1,
MP_EleKopp1.1_B2_3_M__11.tif,93,F2,
MP_EleKopp1.1_B2_3_M__11.tif,113,F3,
MP_EleKopp1.1_B2_3_M__11.tif,110,G1,
MP_EleKopp1.1_B2_3_M__11.tif,74,G2,
MP_EleKopp1.1_B2_3_M__11.tif,91,G3,
MP_EleKopp1.1_B2_3_M__12.tif,66,A1,
MP_EleKopp1.1_B2_3_M__12.tif,60,A2,
MP_EleKopp1.1_B2_3_M__12.tif,83,B1,
MP_EleKopp1.1_B2_3_M__12.tif,74,B2,
MP_EleKopp1.1_B2_3_M__12.tif,92,B3,
MP_EleKopp1.1_B2_3_M__12.tif,68,C1,
MP_EleKopp1.1_B2_3_M__12.tif,83,C2,
MP_EleKopp1.1_B2_3_M__12.tif,95,C3,
MP_EleKopp1.1_B2_3_M__12.tif,96,E1,
MP_EleKopp1.1_B2_3_M__12.tif,97,E2,
MP_EleKopp1.1_B2_3_M__12.tif,104,F1,
MP_EleKopp1.1_B2_3_M__12.tif,85,F2,
MP_EleKopp1.1_B2_3_M__12.tif,108,F3,
MP_EleKopp1.1_B2_3_M__12.tif,114,G1,
MP_EleKopp1.1_B2_3_M__12.tif,75,G2,
MP_EleKopp1.1_B2_3_M__12.tif,118,G3,
MP_EleKopp1.1_B2_3_M__13.tif,75,A1,
MP_EleKopp1.1_B2_3_M__13.tif,69,A2,
MP_EleKopp1.1_B2_3_M__13.tif,81,B1,
MP_EleKopp1.1_B2_3_M__13.tif,90,B2,
MP_EleKopp1.1_B2_3_M__13.tif,90,B3,
MP_EleKopp1.1_B2_3_M__13.tif,66,C1,
MP_EleKopp1.1_B2_3_M__13.tif,77,C2,
MP_EleKopp1.1_B2_3_M__13.tif,81,C3,
MP_EleKopp1.1_B2_3_M__13.tif,99,E1,
MP_EleKopp1.1_B2_3_M__13.tif,101,E2,
MP_EleKopp1.1_B2_3_M__13.tif,98,F1,
MP_EleKopp1.1_B2_3_M__13.tif,89,F2,
MP_EleKopp1.1_B2_3_M__13.tif,106,F3,
MP_EleKopp1.1_B2_3_M__13.tif,117,G1,
MP_EleKopp1.1_B2_3_M__13.tif,79,G2,
MP_EleKopp1.1_B2_3_M__13.tif,102,G3,
MP_EleKopp1.1_B2_3_M__14.tif,66,A1,
MP_EleKopp1.1_B2_3_M__14.tif,71,A2,
MP_EleKopp1.1_B2_3_M__14.tif,91,B1,
MP_EleKopp1.1_B2_3_M__14.tif,92,B2,
MP_EleKopp1.1_B2_3_M__14.tif,104,B3,
MP_EleKopp1.1_B2_3_M__14.tif,73,C1,
MP_EleKopp1.1_B2_3_M__14.tif,78,C2,
MP_EleKopp1.1_B2_3_M__14.tif,103,C3,
MP_EleKopp1.1_B2_3_M__14.tif,103,E1,
MP_EleKopp1.1_B2_3_M__14.tif,117,E2,
MP_EleKopp1.1_B2_3_M__14.tif,98,F1,
MP_EleKopp1.1_B2_3_M__14.tif,94,F2,
MP_EleKopp1.1_B2_3_M__14.tif,118,F3,
MP_EleKopp1.1_B2_3_M__14.tif,130,G1,
MP_EleKopp1.1_B2_3_M__14.tif,80,G2,
MP_EleKopp1.1_B2_3_M__14.tif,123,G3,
